"No.,""Time"",""Source"",""Destination"",""Protocol"",""Length"",""Info"""
"13590,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13591,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13592,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13593,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13594,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13595,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13596,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13597,""322.970893"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13598,""322.971274"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13599,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13600,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13601,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13602,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13603,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13604,""322.971972"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13605,""322.972225"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13606,""322.973067"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13607,""322.973067"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13608,""322.974063"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13609,""322.974284"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13610,""322.974577"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13611,""322.974789"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13612,""322.975433"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13613,""322.975993"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13614,""322.976794"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13615,""322.977102"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13616,""322.978105"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13617,""322.978453"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13618,""322.978731"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13619,""322.978802"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13620,""322.979748"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13621,""322.980998"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13622,""322.981351"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13623,""322.981832"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13624,""322.982781"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13625,""322.983368"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13626,""322.984104"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13627,""322.984105"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13628,""322.984847"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13629,""322.985143"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13630,""322.985879"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13631,""322.986261"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13632,""322.986718"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13633,""322.987004"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13634,""322.987866"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13635,""322.988361"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13636,""322.988361"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13637,""322.988444"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13638,""322.988943"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13639,""322.988943"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13640,""322.989621"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13641,""322.990015"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13642,""322.990447"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13643,""322.992761"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13644,""322.992831"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13645,""322.993757"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13646,""322.993757"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13647,""322.993757"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13648,""322.994132"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13649,""322.994132"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13650,""322.995849"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13651,""322.996520"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13652,""322.996520"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13653,""322.996520"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13654,""322.996752"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13655,""322.996794"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13656,""322.997784"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13657,""322.998115"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13658,""322.998898"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13659,""323.000939"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13660,""323.001236"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13661,""323.001771"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13662,""323.002269"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13663,""323.002269"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13664,""323.002337"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13665,""323.002688"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13666,""323.004224"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13667,""323.004224"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13668,""323.004608"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13669,""323.004970"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13670,""323.005785"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13671,""323.006153"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13672,""323.006723"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13673,""323.006817"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13674,""323.007493"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13675,""323.009394"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13676,""323.009656"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13677,""323.010798"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13678,""323.011454"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13679,""323.011454"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13680,""323.011454"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13681,""323.012146"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13682,""323.012813"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13683,""323.013707"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13684,""323.014237"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13685,""323.014237"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13686,""323.014579"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13687,""323.015035"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13688,""323.016817"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13689,""323.016985"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13690,""323.017055"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13691,""323.022088"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13692,""323.035152"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13693,""323.035767"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13694,""323.035767"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13695,""323.035991"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13696,""323.036268"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13697,""323.037775"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13698,""323.038343"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13699,""323.038343"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13700,""323.038767"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13701,""323.039166"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13702,""323.039381"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13703,""323.039837"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13704,""323.042167"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13705,""323.042167"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13706,""323.042739"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13707,""323.042950"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13708,""323.043933"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13709,""323.044253"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""80"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13710,""323.044451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13711,""323.044451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13712,""323.045827"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13713,""323.046107"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13714,""323.046780"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13715,""323.047082"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13716,""323.047833"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13717,""323.048392"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13718,""323.048392"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13719,""323.048877"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13720,""323.049801"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13721,""323.050436"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13722,""323.050436"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13723,""323.050436"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13724,""323.051018"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13725,""323.051018"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13726,""323.053832"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13727,""323.053832"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13728,""323.053832"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13729,""323.054114"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13730,""323.054662"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13731,""323.055461"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13732,""323.055461"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13733,""323.056712"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13734,""323.057322"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13735,""323.057322"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13736,""323.057322"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13737,""323.058708"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13738,""323.058830"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13739,""323.059610"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13740,""323.059610"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13741,""323.059610"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13742,""323.059610"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13743,""323.063917"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13744,""323.069037"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13745,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13746,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13747,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13748,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13749,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13750,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13751,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13752,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13753,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13754,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13755,""323.070953"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13756,""323.071372"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""75"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13757,""323.071647"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13758,""323.071647"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13759,""323.074206"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13760,""323.076096"",""192.168.43.122"",""114.125.240.19"",""QUIC"",""76"",""Protected Payload (KP0), DCID=54c900ba66ea9279"""
"13761,""323.076451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13762,""323.076451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13763,""323.076451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
"13764,""323.076451"",""114.125.240.19"",""192.168.43.122"",""QUIC"",""1292"",""Protected Payload (KP0)"""
